id,prediction
246001,0.055528473
246002,0.35821864
246003,0.5906486
246004,0.017235696
246005,-0.15052815
246006,0.017235696
246007,-0.33140722
246008,0.47364542
246009,0.319788
246010,-0.33540785
246011,0.059789963
246012,0.123822615
246013,0.6064789
246014,0.34910777
246015,-0.06645508
246016,0.0129002
246017,0.017235696
246018,-0.22215018
246019,0.45144755
246020,0.2654165
246021,0.043628402
246022,0.017235696
246023,0.35521647
246024,-0.73851985
246025,-0.21496235
246026,0.0947062
246027,0.61388505
246028,-0.39555866
246029,0.017235696
246030,0.017235696
246031,-0.016313285
246032,0.076337874
246033,0.06979987
246034,0.017235696
246035,0.1724927
246036,0.079537496
246037,0.017235696
246038,-0.47455353
246039,0.017235696
246040,0.19197349
246041,0.2049264
246042,-0.0344728
246043,0.017235696
246044,0.017235696
246045,0.09744898
246046,-0.053245157
246047,-0.34694248
246048,0.024917997
246049,0.017235696
246050,0.017235696
246051,1.5495784
246052,-0.113486946
246053,-0.6032907
246054,-0.38455218
246055,0.026458517
246056,0.017235696
246057,-0.0051548854
246058,-0.3376278
246059,-0.25463995
246060,0.017235696
246061,0.63874274
246062,0.09477556
246063,0.033651978
246064,0.090295225
246065,0.44025898
246066,-0.41259387
246067,0.5819776
246068,-0.30242586
246069,0.017235696
246070,0.017235696
246071,0.017235696
246072,0.20283611
246073,0.017235696
246074,1.2130761
246075,0.12980261
246076,0.26310194
246077,0.12872952
246078,-0.5737789
246079,-0.24099767
246080,0.017235696
246081,-0.23086426
246082,-0.19086322
246083,0.026246052
246084,0.017235696
246085,0.09003994
246086,-0.26612616
246087,2.6597862
246088,0.15306476
246089,0.017235696
246090,0.08428919
246091,0.017235696
246092,-0.17097868
246093,0.017235696
246094,-0.28942925
246095,0.017235696
246096,0.52742916
246097,0.038660906
246098,-0.085071295
246099,0.017235696
246100,0.47672468
246101,0.017235696
246102,-0.137797
246103,0.6287132
246104,0.0053244606
246105,-0.7753143
246106,0.017235696
246107,0.59041345
246108,0.017235696
246109,0.12865901
246110,0.017235696
246111,-0.12816702
246112,-0.16515785
246113,-0.09382273
246114,0.11733526
246115,0.017235696
246116,-0.10882451
246117,-0.12596542
246118,-0.692238
246119,0.017235696
246120,0.5639538
246121,0.1247482
246122,0.028040506
246123,0.09827086
246124,1.2861919
246125,0.18349172
246126,0.58531123
246127,0.25340056
246128,-0.28843492
246129,0.14306581
246130,0.017235696
246131,-0.4393863
246132,0.5000272
246133,0.017235696
246134,0.017235696
246135,0.3623969
246136,0.06738013
246137,0.15405071
246138,0.017235696
246139,0.6411687
246140,0.2533148
246141,0.18331082
246142,-0.0122811645
246143,0.04027442
246144,-0.15078996
246145,0.14443834
246146,0.88357764
246147,0.017235696
246148,0.31844813
246149,0.6440179
246150,0.017235696
246151,0.017235696
246152,-0.26134855
246153,-0.6145082
246154,-0.27712616
246155,0.64890647
246156,0.017235696
246157,0.28659737
246158,0.017235696
246159,0.017235696
246160,-0.72846067
246161,0.059488166
246162,-0.15369168
246163,0.34519893
246164,0.08264333
246165,-0.3337613
246166,0.40451902
246167,0.017235696
246168,-0.87334657
246169,0.017235696
246170,0.61271185
246171,-0.118917406
246172,-0.49066418
246173,0.9868669
246174,0.017235696
246175,0.50317806
246176,0.19248664
246177,0.017235696
246178,0.017235696
246179,1.4898787
246180,0.017235696
246181,-0.4164405
246182,0.53033626
246183,0.017235696
246184,-0.38820434
246185,0.017235696
246186,0.017235696
246187,0.77813345
246188,-0.25018513
246189,0.017235696
246190,0.7252839
246191,0.017235696
246192,0.017235696
246193,-0.80384153
246194,0.34069192
246195,0.5140053
246196,0.07870787
246197,0.017235696
246198,-0.24981299
246199,0.071497865
246200,-0.278693
246201,0.017235696
246202,0.047359258
246203,-0.09650248
246204,-0.1623722
246205,-0.24869907
246206,0.017235696
246207,0.016671203
246208,-0.045028646
246209,0.57487535
246210,0.017235696
246211,0.06169394
246212,0.5041408
246213,0.017235696
246214,0.017235696
246215,0.102106474
246216,0.1839447
246217,-0.17702787
246218,0.035281904
246219,0.45203492
246220,0.3865845
246221,0.017235696
246222,-0.029629454
246223,0.12610492
246224,-0.37695652
246225,0.48299488
246226,-0.9464924
246227,0.0024348237
246228,0.3024664
246229,0.49292672
246230,0.017235696
246231,0.017235696
246232,-0.72397727
246233,0.74060565
246234,-1.1913469
246235,0.23749322
246236,0.9162614
246237,-0.2628186
246238,0.008406341
246239,0.29285908
246240,0.017235696
246241,0.74880916
246242,0.107106715
246243,0.14832103
246244,0.27556372
246245,0.18315022
246246,0.4537662
246247,0.19097099
246248,0.041164003
246249,-0.41200456
246250,-0.19437443
246251,-0.3953668
246252,0.1572704
246253,0.04367404
246254,-0.09211367
246255,0.38026616
246256,0.025559535
246257,0.017235696
246258,0.22821277
246259,0.5756203
246260,0.3731303
246261,0.16122892
246262,0.37488583
246263,-0.27793998
246264,-0.25419012
246265,0.20459412
246266,0.017235696
246267,0.079663515
246268,0.017235696
246269,0.68193865
246270,0.015396126
246271,-0.14156708
246272,-0.6757477
246273,0.037574157
246274,0.017235696
246275,0.90498763
246276,0.10751318
246277,0.0641243
246278,-0.37841237
246279,0.017235696
246280,0.017235696
246281,0.07932919
246282,0.063146904
246283,0.6070323
246284,0.49450856
246285,-1.1264546
246286,-0.083880976
246287,-0.014422961
246288,0.3667183
246289,0.051804233
246290,0.048329692
246291,-0.03351442
246292,0.777419
246293,0.1965797
246294,0.017235696
246295,1.0344737
246296,0.017235696
246297,0.0009401515
246298,0.017235696
246299,0.066891864
246300,-0.27064243
246301,-0.7886578
246302,0.017235696
246303,0.017235696
246304,-0.38053244
246305,-0.2819934
246306,0.8778233
246307,0.042582817
246308,0.17763333
246309,2.981938
246310,1.0673549
246311,0.034916483
246312,-0.08644797
246313,0.017235696
246314,0.7131337
246315,1.6033938
246316,-0.21536195
246317,0.08421912
246318,-0.32871276
246319,-0.112029925
246320,0.036088932
246321,0.29412937
246322,0.017235696
246323,1.4025617
246324,0.9151071
246325,0.2672472
246326,-0.37046742
246327,0.017235696
246328,1.1037292
246329,1.1036217
246330,0.70664364
246331,0.7010261
246332,0.017235696
246333,-0.09029036
246334,0.41419345
246335,0.015574316
246336,0.017235696
246337,-0.36363912
246338,0.017235696
246339,-0.23595998
246340,0.017235696
246341,0.0043971464
246342,0.10347794
246343,0.11999765
246344,0.017235696
246345,-0.6207867
246346,0.017235696
246347,0.10133908
246348,0.25597844
246349,-0.09253909
246350,0.06890903
246351,0.2237412
246352,-0.0353522
246353,0.08646675
246354,0.16015013
246355,0.55129385
246356,0.20005049
246357,-0.22009407
246358,0.017235696
246359,0.017235696
246360,0.017235696
246361,0.29643083
246362,0.07708736
246363,0.20002286
246364,-0.029511966
246365,0.02781542
246366,-0.028825969
246367,0.017235696
246368,0.69439024
246369,0.028963547
246370,-0.012564391
246371,0.017235696
246372,0.05207582
246373,0.013056866
246374,-0.82815933
246375,-0.24729192
246376,0.27497342
246377,0.38514337
246378,0.017235696
246379,-1.7048371
246380,0.13604209
246381,-0.02861717
246382,0.017235696
246383,0.017235696
246384,-1.403269
246385,-0.15905845
246386,0.017235696
246387,0.0030261893
246388,-0.57515675
246389,-0.124882266
246390,0.017235696
246391,0.017235696
246392,0.18549266
246393,0.017235696
246394,0.03832697
246395,-0.15116158
246396,0.017235696
246397,-1.0542772
246398,0.41220906
246399,-0.10643743
246400,0.017235696
246401,-0.2603795
246402,0.017235696
246403,0.065161616
246404,1.4023831
246405,0.3884365
246406,0.017235696
246407,-0.50370806
246408,0.017235696
246409,0.53538954
246410,0.017235696
246411,0.5519354
246412,-0.085837156
246413,0.1613558
246414,0.708899
246415,-0.18808642
246416,0.4950905
246417,0.049999468
246418,1.2777834
246419,0.017235696
246420,0.017235696
246421,0.017235696
