id,prediction
318001,0.017235696
318002,0.017235696
318003,-0.07399404
318004,0.017235696
318005,0.017235696
318006,0.17978351
318007,0.15728997
318008,0.017235696
318009,-0.33922765
318010,-0.004652174
318011,0.017235696
318012,0.29399806
318013,0.23051819
318014,0.03990959
318015,-0.020381559
318016,-0.68639237
318017,0.017235696
318018,-0.40764156
318019,0.017235696
318020,0.22550459
318021,-1.0030358
318022,0.36514518
318023,-1.1302845
318024,0.4196004
318025,-0.3156896
318026,-0.00047680736
318027,0.017235696
318028,-0.00124727
318029,0.15843251
318030,0.017235696
318031,0.17035943
318032,0.6595842
318033,-0.28603542
318034,0.017235696
318035,0.052368026
318036,0.21455845
318037,0.26921073
318038,0.017235696
318039,0.017235696
318040,-0.64105314
318041,0.015672687
318042,-0.048550934
318043,-0.025081806
318044,-0.5112239
318045,0.108224474
318046,0.017235696
318047,0.07079929
318048,0.40241352
318049,-0.12358533
318050,0.017235696
318051,0.017235696
318052,0.5909831
318053,0.55417126
318054,0.017235696
318055,0.017235696
318056,-0.12738614
318057,-0.08991775
318058,0.017235696
318059,0.12373168
318060,-0.29555863
318061,1.02301
318062,0.20159218
318063,0.15132327
318064,0.017235696
318065,-0.0011321995
318066,0.017235696
318067,0.017235696
318068,0.14404851
318069,1.3300095
318070,-0.08695076
318071,0.13350089
318072,0.14077559
318073,-0.50870603
318074,0.18909717
318075,0.017235696
318076,-0.13390692
318077,0.9981776
318078,1.7957637
318079,0.017235696
318080,0.017235696
318081,0.35100192
318082,-0.4477022
318083,0.017235696
318084,0.13504753
318085,0.0021045087
318086,1.8899298
318087,0.46341532
318088,-0.19075012
318089,-0.51942873
318090,0.039059807
318091,-0.44728577
318092,-0.38697982
318093,-0.020039622
318094,0.017235696
318095,0.017235696
318096,0.43463555
318097,0.017235696
318098,-1.3929675
318099,0.017235696
318100,0.94155735
318101,0.3790475
318102,0.8220952
318103,-0.07447296
318104,0.017235696
318105,-1.0064077
318106,0.017235696
318107,-0.14097655
318108,0.66404843
318109,0.017235696
318110,0.017235696
318111,0.25554997
318112,0.017235696
318113,0.017235696
318114,0.017235696
318115,1.8041778
318116,-0.13998023
318117,0.017235696
318118,0.017235696
318119,0.6480401
318120,0.3137295
318121,-0.3698675
318122,0.26507258
318123,-0.54014325
318124,0.27834266
318125,0.293363
318126,-0.051589504
318127,0.017235696
318128,0.017235696
318129,0.017235696
318130,-0.053231925
318131,0.017235696
318132,-0.09549467
318133,0.19325095
318134,-0.27664995
318135,-0.94150037
318136,0.017235696
318137,0.13107021
318138,-0.5487056
318139,0.017235696
318140,0.017235696
318141,0.017235696
318142,0.060269326
318143,-0.19193202
318144,0.017235696
318145,0.067915455
318146,0.017235696
318147,0.11372222
318148,0.45957637
318149,-0.1562908
318150,0.5873255
318151,0.21877396
318152,1.1090372
318153,0.017235696
318154,0.017235696
318155,1.1871817
318156,0.37199667
318157,-0.5032089
318158,0.0572515
318159,0.5842079
318160,-0.34511137
318161,0.017235696
318162,0.13158569
318163,0.22863974
318164,-0.2276305
318165,0.017235696
318166,-0.21616727
318167,0.29324207
318168,0.17117798
318169,0.21700813
318170,1.2148335
318171,2.3633862
318172,0.18947464
318173,0.017235696
318174,0.29204422
318175,-0.6481826
318176,0.0518496
318177,0.017235696
318178,0.24944507
318179,0.017235696
318180,-0.503333
318181,0.017235696
318182,1.3203473
318183,-0.82729816
318184,0.017235696
318185,0.5968864
318186,-0.6319415
318187,0.017235696
318188,0.017235696
318189,0.25069374
318190,-0.09559058
318191,0.4708096
318192,0.017235696
318193,0.35671377
318194,0.38921642
318195,0.31977606
318196,-1.288872
318197,0.26619726
318198,0.017235696
318199,-0.19066101
318200,0.63186395
318201,-0.0290961
318202,-0.31372362
318203,-0.5498094
318204,0.03989341
318205,0.558395
318206,-0.4753052
318207,-0.30399224
318208,2.464967
318209,0.017235696
318210,0.10809644
318211,-0.0041883867
318212,0.07562217
318213,0.017235696
318214,0.017235696
318215,0.82545805
318216,0.017235696
318217,-0.10896067
318218,0.017235696
318219,0.017235696
318220,0.017235696
318221,-0.2087982
318222,0.017235696
318223,0.51675546
318224,0.017235696
318225,0.017235696
318226,-0.21054462
318227,0.51712275
318228,0.017235696
318229,-0.005079195
318230,0.03176486
318231,-0.267927
318232,0.28920022
318233,-0.6543768
318234,1.6188989
318235,0.086974576
318236,0.67324555
318237,-0.06027156
318238,-0.21689348
318239,0.017235696
318240,-0.6636984
318241,0.21123892
318242,0.017235696
318243,1.9172375
318244,0.19398682
318245,0.32628533
318246,-0.36331448
318247,0.4447812
318248,-0.21363592
318249,0.032934785
318250,-0.042326808
318251,0.17975682
318252,0.35060105
318253,0.4574715
318254,-0.42589122
318255,-0.27499172
318256,-0.56858283
318257,0.017235696
318258,0.93330604
318259,-0.09782971
318260,0.017235696
318261,0.017235696
318262,0.16535652
318263,0.017235696
318264,0.017235696
318265,0.017235696
318266,-0.12759584
318267,0.45386267
318268,0.52958375
318269,-0.67724794
318270,0.017235696
318271,-0.7218346
318272,0.2171659
318273,0.017235696
318274,1.0379348
318275,0.017235696
318276,0.030042313
318277,0.41518635
318278,-0.024705965
318279,0.10596184
318280,0.017235696
318281,0.40773922
318282,0.017235696
318283,0.017235696
318284,0.036993206
318285,0.017235696
318286,-0.21111995
318287,-0.4802143
318288,0.56344694
318289,0.36898085
318290,0.017235696
318291,0.72823256
318292,0.08297162
318293,0.27290866
318294,0.3817833
318295,-0.26556933
318296,-0.6297507
318297,0.20316416
318298,0.56466836
318299,0.21568908
318300,0.6665843
318301,-0.1294307
318302,0.017235696
318303,0.056536354
318304,1.0339997
318305,0.24678248
318306,-0.017742064
318307,0.017235696
318308,-0.01971374
318309,0.40876767
318310,0.390916
318311,-1.3243189
318312,0.21747144
318313,0.3791401
318314,0.4881047
318315,0.17391676
318316,-1.4557304
318317,0.14856537
318318,0.27931002
318319,0.16428015
318320,0.08967694
318321,-0.7669396
318322,0.26415834
318323,0.46168786
318324,-0.25193596
318325,0.017235696
318326,-0.022473454
318327,0.3012332
318328,-0.16259795
318329,0.26468745
318330,0.017235696
318331,0.017235696
318332,0.017235696
318333,-0.10596171
318334,-0.12135215
318335,0.017235696
318336,0.42084366
318337,-0.104869485
318338,-0.035343323
318339,0.017235696
318340,0.0690399
318341,0.017235696
318342,-0.19324479
318343,0.017235696
318344,1.1309891
318345,-2.8983748
318346,0.03810887
318347,-0.061580896
318348,0.16754231
318349,0.011838324
318350,0.03244512
318351,-0.017997254
318352,0.014031942
318353,0.09445528
318354,-0.017989915
318355,0.017235696
318356,0.30993164
318357,0.017235696
318358,0.017235696
318359,0.21132359
318360,0.42823344
318361,-0.06494495
318362,-0.08296653
318363,0.3787691
318364,0.017235696
318365,-0.11079924
318366,-0.09246978
318367,-0.3395848
318368,0.6329565
318369,0.117400326
318370,0.017235696
318371,0.14106826
318372,0.15620041
318373,-0.17637537
318374,0.017235696
318375,-0.6372104
318376,0.017235696
318377,0.017235696
318378,0.27289683
318379,0.017235696
318380,-0.2458077
318381,0.22994359
318382,0.017235696
318383,-0.058042534
318384,0.017235696
318385,0.017235696
318386,0.017235696
318387,0.017235696
318388,0.017235696
318389,-2.025037
318390,0.017235696
318391,-0.12633538
318392,-0.06853368
318393,0.39953023
318394,0.017235696
318395,0.055279285
318396,0.017235696
318397,-0.26048526
318398,-0.076829076
318399,-1.1503787
318400,-0.15076399
318401,0.017235696
318402,0.22629257
318403,0.19633113
318404,-0.32948422
318405,0.02657732
318406,0.3046302
318407,0.06904113
318408,0.9600164
318409,0.313803
318410,0.059433423
318411,0.056841075
318412,-0.037777644
318413,0.17905968
318414,0.017235696
318415,0.4539952
318416,0.8553861
318417,-0.12828632
318418,-0.26017168
318419,0.47792873
318420,0.39590445
318421,-0.11414459
318422,0.017235696
318423,0.017235696
318424,0.07039027
318425,0.3571012
318426,0.2171518
318427,0.017235696
318428,-0.27991906
318429,0.04827551
318430,-0.3494458
318431,0.017235696
318432,0.067901194
318433,0.3178521
318434,-0.04751289
318435,0.21124643
318436,-0.1577495
318437,0.017235696
318438,1.1854334
318439,0.05475799
318440,0.28688276
318441,0.17197254
318442,-0.14543793
318443,0.017235696
318444,-0.7715675
318445,0.017235696
318446,0.33368334
318447,0.017235696
318448,0.017235696
318449,0.017235696
318450,0.44735467
318451,0.19540623
318452,0.9895521
318453,0.13221739
318454,-1.0138512
318455,0.15030819
318456,0.017235696
318457,0.024138562
318458,-0.099456996
318459,0.017235696
318460,0.017235696
318461,-0.13082565
318462,0.017235696
318463,-0.02965042
318464,0.06727606
318465,0.057650737
318466,0.041060336
318467,-0.5021987
